booking_id,requester_id,space_code,requested_start_time,requested_end_time,purpose_of_use,expected_participants,final_booking_status,created_at
1061737,DGU0347,DG034,2023-01-06T13:00:00,2023-01-06T14:00:00,meeting,6,completed,2022-12-17T03:57:00
1061738,DGU0152,DG057,2023-12-29T09:00:00,2023-12-29T10:00:00,examination,52,approved,2023-12-09T01:05:00
1061739,DGU0047,DG008,2025-06-28T13:00:00,2025-06-28T14:30:00,lecture,8,cancelled,2025-04-30T05:33:00
1061740,DGU0086,DG036,2025-02-09T11:00:00,2025-02-09T13:00:00,student activity,41,completed,2025-01-08T08:20:00
1061741,DGU0104,DG046,2025-06-28T14:00:00,2025-06-28T15:00:00,student activity,20,cancelled,2025-05-24T08:22:00
1061742,DGU0080,DG023,2023-03-23T10:00:00,2023-03-23T11:30:00,meeting,3,cancelled,2023-01-24T02:27:00
1061743,DGU0179,DG031,2023-01-26T16:00:00,2023-01-26T18:00:00,examination,142,completed,2023-01-07T12:07:00
1061744,DGU0167,DG008,2025-01-17T15:00:00,2025-01-17T17:00:00,lecture,29,completed,2024-12-25T13:55:00
1061745,DGU0123,DG036,2024-12-18T15:00:00,2024-12-18T16:30:00,meeting,15,rejected,2024-10-23T08:39:00
1061746,DGL0001,DG037,2023-12-28T08:00:00,2023-12-28T09:00:00,student activity,132,pending,2023-12-05T22:42:00
1061747,DGU0393,DG039,2025-07-13T10:00:00,2025-07-13T11:00:00,student activity,19,cancelled,2025-07-08T08:29:00
1061748,DGL0004,DG050,2024-10-03T08:00:00,2024-10-03T09:00:00,seminar,6,cancelled,2024-09-08T00:14:00
1061749,DGU0023,DG024,2024-06-11T08:30:00,2024-06-11T09:30:00,workshop,23,pending,2024-04-23T04:49:00
1061750,DGU0320,DG016,2022-12-02T12:00:00,2022-12-02T14:00:00,student activity,9,approved,2022-10-12T04:43:00
1061751,DGU0280,DG030,2023-08-18T08:00:00,2023-08-18T09:00:00,meeting,29,approved,2023-07-19T01:14:00
1061752,DGU0188,DG024,2023-02-02T14:00:00,2023-02-02T16:00:00,student activity,7,approved,2022-12-20T11:40:00
1061753,DGU0139,DG055,2023-08-08T13:00:00,2023-08-08T14:00:00,workshop,91,completed,2023-06-26T04:46:00
1061754,DGL0005,DG035,2025-08-05T13:00:00,2025-08-05T14:00:00,meeting,6,completed,2025-06-14T09:32:00
1061755,DGTA0017,DG039,2023-10-27T17:00:00,2023-10-27T18:00:00,meeting,19,completed,2023-09-09T12:17:00
1061756,DGU0065,DG050,2025-02-28T16:00:00,2025-02-28T18:00:00,examination,16,completed,2025-01-07T07:23:00
1061757,DGU0380,DG049,2025-08-02T12:00:00,2025-08-02T13:30:00,seminar,25,cancelled,2025-06-18T07:54:00
1061758,DGU0390,DG041,2025-02-01T09:00:00,2025-02-01T11:00:00,meeting,12,no-show,2025-01-14T06:19:00
1061759,DGU0075,DG048,2025-01-16T08:00:00,2025-01-16T09:00:00,workshop,30,approved,2025-01-04T03:17:00
1061760,DGTA0019,DG034,2023-08-07T10:00:00,2023-08-07T11:00:00,meeting,28,approved,2023-07-22T04:11:00
1061761,DGU0175,DG048,2024-07-12T11:00:00,2024-07-12T12:00:00,workshop,44,approved,2024-07-03T06:03:00
1061762,DGU0283,DG011,2025-06-28T13:00:00,2025-06-28T14:00:00,meeting,2,no-show,2025-05-08T04:01:00
1061763,DGL0007,DG040,2023-06-27T12:00:00,2023-06-27T14:00:00,workshop,7,approved,2023-06-12T08:20:00
1061764,DGU0136,DG017,2023-02-11T10:00:00,2023-02-11T11:00:00,seminar,7,completed,2023-01-02T04:43:00
1061765,DGU0007,DG005,2024-06-27T12:00:00,2024-06-27T13:00:00,meeting,14,approved,2024-05-07T07:57:00
1061766,DGU0038,DG059,2023-03-01T09:00:00,2023-03-01T10:00:00,administrative event,20,no-show,2023-02-10T23:12:00
1061767,DGU0057,DG045,2024-08-04T12:00:00,2024-08-04T13:00:00,lecture,14,completed,2024-07-27T02:28:00
1061768,DGU0165,DG007,2024-03-30T09:00:00,2024-03-30T11:00:00,workshop,183,completed,2024-02-19T02:36:00
1061769,DGU0374,DG026,2025-04-10T16:00:00,2025-04-10T17:00:00,examination,18,approved,2025-03-30T12:01:00
1061770,DGU0309,DG050,2024-09-14T16:00:00,2024-09-14T18:00:00,lecture,21,completed,2024-08-04T11:00:00
1061771,DGU0032,DG008,2024-04-04T08:00:00,2024-04-04T10:00:00,examination,20,completed,2024-03-16T23:27:00
1061772,DGU0216,DG049,2025-08-07T09:00:00,2025-08-07T10:00:00,meeting,51,completed,2025-06-22T05:42:00
1061773,DGU0032,DG004,2022-11-25T09:00:00,2022-11-25T11:00:00,meeting,20,completed,2022-11-17T08:39:00
1061774,DGU0050,DG032,2024-09-11T09:00:00,2024-09-11T11:00:00,examination,47,completed,2024-08-03T05:46:00
1061775,DGL0019,DG060,2023-05-29T09:00:00,2023-05-29T10:00:00,student activity,19,completed,2023-05-26T06:07:00
1061776,DGU0383,DG056,2023-11-14T16:00:00,2023-11-14T17:00:00,examination,38,completed,2023-10-23T09:27:00
1061777,DGU0365,DG047,2025-08-24T11:00:00,2025-08-24T14:00:00,seminar,1,no-show,2025-06-28T09:06:00
1061778,DGL0030,DG029,2023-06-17T10:00:00,2023-06-17T12:00:00,meeting,17,completed,2023-05-24T06:18:00
1061779,DGU0096,DG032,2024-12-16T13:00:00,2024-12-16T14:00:00,examination,31,cancelled,2024-11-18T09:18:00
1061780,DGU0310,DG042,2023-03-05T13:00:00,2023-03-05T14:00:00,seminar,15,cancelled,2023-01-15T05:45:00
1061781,DGU0171,DG022,2023-05-02T14:00:00,2023-05-02T15:00:00,workshop,7,completed,2023-04-30T11:08:00
1061782,DGU0109,DG016,2023-03-10T17:00:00,2023-03-10T18:00:00,meeting,6,completed,2023-01-29T14:05:00
1061783,DGU0298,DG039,2024-04-24T12:00:00,2024-04-24T13:00:00,student activity,14,completed,2024-03-21T10:15:00
1061784,DGU0258,DG020,2023-08-30T14:00:00,2023-08-30T16:00:00,seminar,33,no-show,2023-07-09T11:10:00
1061785,DGL0016,DG013,2025-02-21T16:30:00,2025-02-21T17:30:00,examination,67,cancelled,2024-12-30T06:42:00
1061786,DGU0134,DG056,2022-09-08T08:00:00,2022-09-08T09:00:00,lecture,53,completed,2022-08-23T22:54:00
1061787,DGL0025,DG023,2024-04-07T10:30:00,2024-04-07T12:00:00,meeting,3,pending,2024-02-19T01:05:00
1061788,DGU0210,DG046,2023-08-13T16:00:00,2023-08-13T18:00:00,seminar,18,completed,2023-07-21T14:40:00
1061789,DGU0320,DG044,2024-03-23T11:00:00,2024-03-23T12:00:00,examination,52,completed,2024-02-16T07:27:00
1061790,DGU0043,DG049,2025-06-21T14:00:00,2025-06-21T15:00:00,workshop,149,completed,2025-05-22T11:09:00
1061791,DGTA0025,DG052,2023-02-15T10:00:00,2023-02-15T11:00:00,student activity,11,no-show,2023-01-20T08:01:00
1061792,DGU0362,DG058,2024-10-23T17:00:00,2024-10-23T18:00:00,workshop,25,no-show,2024-10-14T09:11:00
1061793,DGU0007,DG034,2025-08-13T10:00:00,2025-08-13T12:00:00,workshop,12,completed,2025-07-12T08:27:00
1061794,DGU0240,DG014,2024-02-08T08:30:00,2024-02-08T10:30:00,lecture,7,rejected,2024-01-30T22:34:00
1061795,DGU0392,DG047,2024-01-02T15:00:00,2024-01-02T16:00:00,seminar,5,no-show,2023-12-27T07:55:00
1061796,DGL0020,DG056,2025-01-26T09:30:00,2025-01-26T11:00:00,examination,35,cancelled,2024-12-30T00:05:00
1061797,DGU0042,DG034,2024-07-21T15:30:00,2024-07-21T16:30:00,student activity,17,cancelled,2024-06-11T14:49:00
1061798,DGU0294,DG014,2025-02-06T15:30:00,2025-02-06T16:30:00,seminar,11,rejected,2025-01-19T06:37:00
1061799,DGU0342,DG058,2023-09-02T13:00:00,2023-09-02T15:00:00,lecture,20,completed,2023-07-08T08:00:00
1061800,DGU0335,DG031,2025-03-14T08:00:00,2025-03-14T11:00:00,seminar,132,completed,2025-02-02T23:31:00
1061801,DGU0067,DG018,2023-06-13T17:00:00,2023-06-13T18:00:00,student activity,25,completed,2023-04-15T14:28:00
1061802,DGU0123,DG009,2025-07-27T12:30:00,2025-07-27T13:30:00,examination,15,cancelled,2025-06-03T03:31:00
1061803,DGU0213,DG039,2024-07-18T14:30:00,2024-07-18T15:30:00,lecture,12,cancelled,2024-05-26T13:04:00
1061804,DGL0019,DG010,2023-10-20T09:30:00,2023-10-20T10:30:00,workshop,14,rejected,2023-09-06T06:00:00
1061805,DGTA0005,DG004,2023-02-27T15:00:00,2023-02-27T17:00:00,meeting,8,completed,2023-01-09T07:15:00
1061806,DGU0080,DG057,2024-10-15T08:00:00,2024-10-15T09:00:00,lecture,13,completed,2024-09-12T22:30:00
1061807,DGU0295,DG024,2023-12-19T13:30:00,2023-12-19T14:30:00,meeting,38,pending,2023-12-12T07:03:00
1061808,DGU0260,DG021,2022-09-25T12:00:00,2022-09-25T13:00:00,workshop,6,rejected,2022-08-02T02:56:00
1061809,DGU0049,DG008,2025-03-11T15:30:00,2025-03-11T17:30:00,lecture,28,rejected,2025-02-20T08:46:00
1061810,DGU0137,DG014,2025-03-17T09:00:00,2025-03-17T10:00:00,examination,28,completed,2025-03-05T07:54:00
1061811,DGU0095,DG027,2024-03-02T11:30:00,2024-03-02T13:30:00,examination,49,cancelled,2024-02-21T06:35:00
1061812,DGU0083,DG060,2022-10-17T08:00:00,2022-10-17T10:00:00,workshop,34,completed,2022-09-17T00:32:00
1061813,DGU0395,DG012,2024-06-07T10:00:00,2024-06-07T11:00:00,student activity,12,approved,2024-05-29T05:56:00
1061814,DGU0013,DG034,2024-03-20T16:00:00,2024-03-20T17:00:00,workshop,30,completed,2024-02-08T08:20:00
1061815,DGU0088,DG037,2025-04-18T09:00:00,2025-04-18T11:00:00,workshop,58,completed,2025-04-08T08:12:00
1061816,DGU0218,DG040,2025-01-28T08:00:00,2025-01-28T09:00:00,workshop,31,completed,2024-12-10T23:59:00
1061817,DGL0006,DG036,2025-06-12T10:00:00,2025-06-12T12:00:00,lecture,10,completed,2025-04-13T05:05:00
1061818,DGDA0005,DG013,2025-06-05T13:00:00,2025-06-05T14:00:00,examination,231,completed,2025-05-05T11:59:00
1061819,DGU0376,DG046,2025-03-15T17:00:00,2025-03-15T18:00:00,workshop,15,completed,2025-03-08T15:30:00
1061820,DGU0112,DG014,2025-02-12T10:00:00,2025-02-12T11:00:00,seminar,28,completed,2025-01-05T08:56:00
1061821,DGU0270,DG004,2024-10-03T15:00:00,2024-10-03T16:00:00,workshop,7,completed,2024-09-04T05:52:00
1061822,DGU0289,DG006,2024-01-02T11:00:00,2024-01-02T12:00:00,workshop,17,completed,2023-12-30T08:22:00
1061823,DGU0033,DG035,2023-03-16T10:30:00,2023-03-16T12:00:00,meeting,5,rejected,2023-03-03T06:40:00
1061824,DGL0027,DG035,2024-02-16T14:30:00,2024-02-16T15:30:00,meeting,4,cancelled,2023-12-18T05:55:00
1061825,DGU0033,DG039,2024-11-26T10:00:00,2024-11-26T11:00:00,lecture,17,completed,2024-10-02T01:38:00
1061826,DGL0015,DG049,2025-04-14T08:30:00,2025-04-14T09:30:00,workshop,141,cancelled,2025-02-26T04:27:00
1061827,DGU0086,DG034,2025-06-25T15:00:00,2025-06-25T16:00:00,workshop,10,completed,2025-05-13T08:28:00
1061828,DGL0020,DG005,2024-02-06T11:00:00,2024-02-06T12:00:00,seminar,22,completed,2024-01-06T02:22:00
1061829,DGU0367,DG018,2025-03-04T09:00:00,2025-03-04T10:00:00,workshop,16,approved,2025-02-03T23:17:00
1061830,DGU0172,DG057,2023-05-19T08:00:00,2023-05-19T09:00:00,examination,24,completed,2023-04-24T23:25:00
1061831,DGU0185,DG045,2025-02-09T15:00:00,2025-02-09T16:00:00,student activity,5,completed,2025-01-21T08:47:00
1061832,DGU0082,DG056,2022-10-08T09:30:00,2022-10-08T11:30:00,seminar,31,pending,2022-08-17T05:17:00
1061833,DGU0391,DG001,2023-05-13T09:30:00,2023-05-13T11:00:00,workshop,165,pending,2023-04-28T01:38:00
1061834,DGDA0006,DG043,2024-07-26T08:00:00,2024-07-26T10:00:00,lecture,196,approved,2024-07-07T02:21:00
1061835,DGL0008,DG045,2023-09-14T14:00:00,2023-09-14T15:00:00,student activity,13,rejected,2023-08-31T11:40:00
1061836,DGTA0019,DG019,2025-02-09T17:00:00,2025-02-09T18:00:00,administrative event,53,approved,2025-01-23T08:24:00
1061837,DGU0191,DG009,2025-01-16T08:00:00,2025-01-16T11:00:00,student activity,13,completed,2024-12-23T03:31:00
1061838,DGDA0007,DG007,2022-11-08T16:00:00,2022-11-08T18:00:00,administrative event,105,completed,2022-09-11T07:49:00
1061839,DGU0057,DG032,2025-05-13T11:30:00,2025-05-13T13:00:00,lecture,28,pending,2025-04-15T04:28:00
1061840,DGTA0025,DG019,2024-09-02T15:00:00,2024-09-02T16:00:00,student activity,98,completed,2024-07-04T05:44:00
1061841,DGU0008,DG002,2024-07-19T17:00:00,2024-07-19T18:00:00,lecture,30,completed,2024-06-02T13:30:00
1061842,DGDA0008,DG057,2024-01-19T08:00:00,2024-01-19T10:00:00,examination,47,completed,2023-12-22T06:42:00
1061843,DGU0288,DG050,2023-07-15T09:30:00,2023-07-15T11:00:00,lecture,25,rejected,2023-05-25T08:47:00
1061844,DGU0104,DG050,2023-04-10T09:00:00,2023-04-10T11:00:00,seminar,32,completed,2023-03-23T04:56:00
1061845,DGU0306,DG045,2024-04-26T15:00:00,2024-04-26T17:00:00,student activity,32,completed,2024-04-01T12:27:00
1061846,DGU0077,DG006,2025-03-19T17:00:00,2025-03-19T18:00:00,lecture,45,approved,2025-01-24T10:30:00
1061847,DGU0292,DG057,2023-01-02T09:00:00,2023-01-02T10:00:00,student activity,23,approved,2022-12-07T08:14:00
1061848,DGU0215,DG038,2022-12-14T17:00:00,2022-12-14T18:00:00,examination,32,completed,2022-12-01T11:45:00
1061849,DGU0159,DG016,2023-10-29T13:00:00,2023-10-29T14:00:00,workshop,20,cancelled,2023-09-28T03:54:00
1061850,DGU0037,DG029,2023-01-30T12:00:00,2023-01-30T13:00:00,lecture,17,cancelled,2023-01-21T04:04:00
1061851,DGU0380,DG002,2023-07-13T11:30:00,2023-07-13T13:00:00,lecture,32,cancelled,2023-06-18T02:46:00
1061852,DGU0045,DG044,2023-08-12T12:00:00,2023-08-12T14:00:00,examination,30,approved,2023-07-22T07:10:00
1061853,DGU0386,DG016,2024-03-30T10:00:00,2024-03-30T12:00:00,meeting,16,approved,2024-02-17T08:13:00
1061854,DGU0003,DG033,2025-04-24T16:00:00,2025-04-24T18:00:00,lecture,26,completed,2025-03-06T12:29:00
1061855,DGU0046,DG001,2024-01-28T08:00:00,2024-01-28T10:00:00,lecture,161,completed,2024-01-25T00:47:00
1061856,DGU0363,DG004,2025-06-06T12:00:00,2025-06-06T13:00:00,student activity,6,completed,2025-04-19T05:22:00
1061857,DGU0016,DG020,2024-09-19T09:00:00,2024-09-19T10:00:00,seminar,33,completed,2024-08-16T03:48:00
1061858,DGU0062,DG048,2024-12-09T13:00:00,2024-12-09T14:00:00,meeting,21,cancelled,2024-12-01T05:37:00
1061859,DGU0186,DG004,2024-10-10T12:00:00,2024-10-10T14:00:00,seminar,9,completed,2024-09-02T02:38:00
1061860,DGU0264,DG031,2024-11-25T13:00:00,2024-11-25T14:00:00,workshop,190,pending,2024-09-28T12:12:00
1061861,DGU0068,DG006,2022-09-20T09:00:00,2022-09-20T11:00:00,student activity,25,approved,2022-09-09T05:37:00
1061862,DGU0175,DG044,2023-11-24T13:00:00,2023-11-24T14:00:00,lecture,15,approved,2023-10-24T12:37:00
1061863,DGU0005,DG013,2025-01-30T10:00:00,2025-01-30T11:00:00,examination,109,rejected,2025-01-06T00:42:00
1061864,DGU0223,DG041,2024-05-08T10:00:00,2024-05-08T11:00:00,student activity,11,cancelled,2024-04-14T08:08:00
1061865,DGU0217,DG014,2024-07-20T10:00:00,2024-07-20T11:00:00,lecture,30,completed,2024-07-05T05:25:00
1061866,DGU0194,DG035,2024-03-22T16:00:00,2024-03-22T17:00:00,seminar,2,completed,2024-03-06T09:39:00
1061867,DGU0390,DG022,2023-10-29T11:00:00,2023-10-29T13:00:00,administrative event,6,approved,2023-10-01T01:45:00
1061868,DGU0097,DG024,2023-05-09T12:30:00,2023-05-09T13:30:00,meeting,25,pending,2023-04-03T03:58:00
1061869,DGDA0009,DG023,2024-06-12T17:00:00,2024-06-12T18:00:00,administrative event,1,completed,2024-04-13T15:22:00
1061870,DGU0043,DG036,2024-07-07T10:30:00,2024-07-07T12:30:00,student activity,22,rejected,2024-06-28T07:14:00
1061871,DGU0081,DG051,2023-07-15T14:00:00,2023-07-15T15:00:00,student activity,38,pending,2023-06-16T05:32:00
1061872,DGU0268,DG003,2025-01-22T17:00:00,2025-01-22T18:00:00,student activity,25,completed,2025-01-02T10:02:00
1061873,DGU0079,DG048,2022-12-18T16:30:00,2022-12-18T18:00:00,workshop,32,pending,2022-11-16T08:48:00
1061874,DGU0074,DG001,2025-07-06T13:00:00,2025-07-06T14:00:00,seminar,96,pending,2025-06-12T07:25:00
1061875,DGU0069,DG049,2025-03-20T16:30:00,2025-03-20T17:30:00,workshop,111,rejected,2025-03-08T12:49:00
1061876,DGU0330,DG023,2024-02-23T17:00:00,2024-02-23T18:00:00,meeting,7,completed,2024-01-24T11:36:00
1061877,DGU0072,DG021,2023-10-15T16:30:00,2023-10-15T17:30:00,student activity,14,pending,2023-08-26T07:46:00
1061878,DGU0304,DG013,2023-04-20T15:00:00,2023-04-20T16:00:00,workshop,167,pending,2023-03-28T14:23:00
1061879,DGU0187,DG001,2025-08-27T08:30:00,2025-08-27T09:30:00,examination,163,rejected,2025-07-19T01:51:00
1061880,DGU0051,DG033,2023-09-01T16:00:00,2023-09-01T17:00:00,lecture,8,completed,2023-08-13T14:19:00
1061881,DGU0094,DG058,2024-01-06T10:00:00,2024-01-06T12:00:00,student activity,40,completed,2023-12-15T09:09:00
1061882,DGU0205,DG050,2024-09-10T08:00:00,2024-09-10T10:00:00,examination,33,completed,2024-07-19T02:59:00
1061883,DGU0333,DG032,2024-04-12T17:00:00,2024-04-12T18:00:00,lecture,27,completed,2024-02-19T12:08:00
1061884,DGDA0004,DG038,2024-07-16T09:00:00,2024-07-16T10:00:00,seminar,20,approved,2024-06-06T05:47:00
1061885,DGU0179,DG037,2025-02-22T08:00:00,2025-02-22T09:00:00,administrative event,62,completed,2025-02-07T02:26:00
1061886,DGU0169,DG015,2023-08-15T11:30:00,2023-08-15T12:30:00,workshop,27,cancelled,2023-06-27T08:58:00
1061887,DGU0154,DG007,2024-12-10T12:00:00,2024-12-10T13:00:00,examination,180,approved,2024-10-20T07:36:00
1061888,DGU0369,DG009,2024-06-11T09:00:00,2024-06-11T10:00:00,workshop,9,pending,2024-05-09T07:25:00
1061889,DGU0158,DG042,2023-09-02T09:00:00,2023-09-02T11:00:00,student activity,8,completed,2023-08-13T23:31:00
1061890,DGU0373,DG010,2024-01-28T11:00:00,2024-01-28T12:00:00,student activity,12,completed,2023-12-07T07:34:00
1061891,DGU0223,DG001,2023-01-14T09:00:00,2023-01-14T10:00:00,examination,150,pending,2022-12-04T06:37:00
1061892,DGU0019,DG015,2023-11-05T10:30:00,2023-11-05T12:00:00,student activity,28,rejected,2023-09-27T06:55:00
1061893,DGU0399,DG005,2023-08-19T11:00:00,2023-08-19T12:00:00,seminar,8,completed,2023-08-09T06:51:00
1061894,DGU0347,DG029,2024-08-04T08:00:00,2024-08-04T09:00:00,administrative event,25,pending,2024-07-05T00:18:00
1061895,DGU0341,DG019,2023-09-28T10:00:00,2023-09-28T11:00:00,workshop,34,completed,2023-08-15T09:08:00
1061896,DGU0272,DG014,2023-07-27T16:00:00,2023-07-27T18:00:00,examination,12,completed,2023-07-25T06:53:00
1061897,DGTA0012,DG050,2022-10-11T12:00:00,2022-10-11T13:00:00,seminar,15,completed,2022-09-22T08:41:00
1061898,DGU0340,DG031,2023-11-22T08:00:00,2023-11-22T09:00:00,seminar,204,cancelled,2023-11-06T05:40:00
1061899,DGL0015,DG060,2025-04-07T09:00:00,2025-04-07T11:00:00,student activity,36,completed,2025-02-26T01:52:00
1061900,DGDA0001,DG055,2024-02-10T08:00:00,2024-02-10T11:00:00,examination,165,completed,2023-12-29T06:47:00
1061901,DGU0284,DG049,2025-05-27T14:00:00,2025-05-27T15:30:00,examination,62,pending,2025-04-15T07:29:00
1061902,DGU0301,DG037,2024-05-12T11:00:00,2024-05-12T12:00:00,seminar,78,completed,2024-03-17T03:17:00
1061903,DGU0151,DG014,2023-06-03T09:00:00,2023-06-03T10:00:00,seminar,19,cancelled,2023-06-01T02:16:00
1061904,DGU0161,DG054,2024-11-28T10:30:00,2024-11-28T12:30:00,workshop,24,cancelled,2024-10-01T00:40:00
1061905,DGU0382,DG030,2023-05-10T12:00:00,2023-05-10T13:00:00,meeting,27,no-show,2023-04-04T04:37:00
1061906,DGU0274,DG023,2022-11-10T16:00:00,2022-11-10T17:00:00,administrative event,12,pending,2022-10-27T12:32:00
1061907,DGU0370,DG011,2023-03-02T12:00:00,2023-03-02T14:00:00,seminar,9,no-show,2023-02-09T05:13:00
1061908,DGU0082,DG035,2024-07-30T09:00:00,2024-07-30T10:00:00,student activity,1,completed,2024-06-13T05:08:00
1061909,DGU0187,DG001,2023-03-05T14:00:00,2023-03-05T16:00:00,seminar,120,completed,2023-02-27T10:41:00
1061910,DGU0326,DG051,2025-02-02T08:00:00,2025-02-02T10:00:00,examination,32,approved,2025-01-19T01:35:00
1061911,DGU0013,DG053,2023-04-16T13:00:00,2023-04-16T14:00:00,administrative event,6,cancelled,2023-03-05T12:00:00
1061912,DGU0283,DG003,2023-12-14T08:00:00,2023-12-14T09:00:00,student activity,16,completed,2023-10-25T05:54:00
1061913,DGDA0002,DG009,2023-06-08T12:30:00,2023-06-08T13:30:00,student activity,39,cancelled,2023-05-24T09:39:00
1061914,DGDA0010,DG013,2025-06-27T08:00:00,2025-06-27T09:00:00,seminar,215,no-show,2025-05-21T23:49:00
1061915,DGU0311,DG016,2025-05-29T08:00:00,2025-05-29T10:00:00,student activity,13,completed,2025-03-31T06:54:00
1061916,DGU0268,DG009,2023-06-23T09:00:00,2023-06-23T12:00:00,administrative event,42,completed,2023-04-30T08:44:00
1061917,DGU0049,DG009,2023-07-30T12:00:00,2023-07-30T13:00:00,examination,10,rejected,2023-07-08T05:51:00
1061918,DGTA0003,DG016,2023-12-06T12:00:00,2023-12-06T14:00:00,workshop,12,pending,2023-12-03T04:42:00
1061919,DGU0078,DG034,2023-03-19T11:00:00,2023-03-19T12:00:00,meeting,32,completed,2023-03-06T01:23:00
1061920,DGU0201,DG029,2025-02-03T13:00:00,2025-02-03T15:00:00,meeting,7,approved,2025-01-06T11:42:00
1061921,DGU0149,DG018,2022-11-01T13:00:00,2022-11-01T14:00:00,workshop,19,completed,2022-10-27T04:34:00
1061922,DGU0213,DG054,2023-08-29T15:00:00,2023-08-29T17:00:00,student activity,9,completed,2023-08-22T05:53:00
1061923,DGU0374,DG034,2023-03-14T08:00:00,2023-03-14T09:00:00,workshop,20,completed,2023-01-13T00:49:00
1061924,DGU0048,DG036,2024-02-22T11:00:00,2024-02-22T12:00:00,meeting,27,completed,2024-01-08T08:54:00
1061925,DGU0168,DG057,2023-10-26T13:00:00,2023-10-26T14:00:00,lecture,32,approved,2023-08-31T06:15:00
1061926,DGU0300,DG021,2025-04-21T12:00:00,2025-04-21T14:00:00,student activity,13,completed,2025-04-09T10:52:00
1061927,DGL0014,DG041,2023-08-05T08:00:00,2023-08-05T10:00:00,administrative event,19,completed,2023-07-11T02:51:00
1061928,DGU0067,DG057,2023-04-13T16:00:00,2023-04-13T18:00:00,student activity,45,completed,2023-03-01T06:06:00
1061929,DGU0397,DG006,2024-02-01T11:00:00,2024-02-01T12:30:00,workshop,35,rejected,2023-12-05T07:27:00
1061930,DGU0269,DG009,2023-06-25T17:00:00,2023-06-25T18:00:00,examination,44,approved,2023-05-24T11:14:00
1061931,DGU0337,DG044,2025-06-10T11:00:00,2025-06-10T12:00:00,examination,44,cancelled,2025-04-28T10:17:00
1061932,DGU0343,DG014,2024-09-08T09:30:00,2024-09-08T11:30:00,administrative event,25,cancelled,2024-08-16T08:04:00
1061933,DGU0160,DG026,2025-07-24T08:00:00,2025-07-24T10:00:00,examination,14,completed,2025-06-06T01:48:00
1061934,DGU0258,DG012,2024-05-25T16:00:00,2024-05-25T18:00:00,student activity,19,completed,2024-04-14T15:18:00
1061935,DGU0398,DG040,2023-04-26T16:00:00,2023-04-26T17:00:00,student activity,19,completed,2023-03-20T13:33:00
1061936,DGU0256,DG011,2025-05-15T11:00:00,2025-05-15T12:00:00,seminar,2,pending,2025-05-02T06:45:00
1061937,DGL0011,DG051,2024-05-13T12:00:00,2024-05-13T13:30:00,examination,31,cancelled,2024-04-03T02:36:00
1061938,DGL0028,DG051,2024-05-11T09:00:00,2024-05-11T10:00:00,student activity,46,cancelled,2024-03-15T07:56:00
1061939,DGL0002,DG009,2023-02-05T09:00:00,2023-02-05T10:30:00,lecture,36,rejected,2022-12-23T03:52:00
1061940,DGU0233,DG005,2023-06-11T14:00:00,2023-06-11T15:00:00,administrative event,21,completed,2023-06-01T08:05:00
1061941,DGU0039,DG011,2024-06-27T16:30:00,2024-06-27T17:30:00,meeting,4,rejected,2024-05-18T13:02:00
1061942,DGU0382,DG023,2024-06-24T09:00:00,2024-06-24T10:00:00,seminar,1,cancelled,2024-05-06T06:58:00
1061943,DGU0176,DG032,2025-03-18T08:30:00,2025-03-18T10:00:00,workshop,31,pending,2025-02-25T22:42:00
1061944,DGU0381,DG035,2024-07-25T11:30:00,2024-07-25T13:30:00,meeting,2,cancelled,2024-05-27T08:57:00
1061945,DGU0089,DG009,2023-03-10T13:00:00,2023-03-10T14:00:00,student activity,27,completed,2023-01-27T12:29:00
1061946,DGU0074,DG036,2025-02-06T12:00:00,2025-02-06T13:00:00,meeting,41,no-show,2024-12-13T11:30:00
1061947,DGU0177,DG016,2023-03-04T14:00:00,2023-03-04T15:00:00,workshop,5,completed,2023-02-05T11:59:00
1061948,DGU0036,DG047,2023-06-29T13:00:00,2023-06-29T14:00:00,meeting,6,completed,2023-05-11T08:44:00
1061949,DGTA0023,DG048,2024-07-08T17:00:00,2024-07-08T18:00:00,meeting,30,completed,2024-05-12T09:57:00
1061950,DGU0256,DG007,2023-04-19T09:00:00,2023-04-19T11:00:00,administrative event,121,completed,2023-03-15T05:53:00
1061951,DGU0053,DG018,2025-06-17T09:00:00,2025-06-17T11:00:00,workshop,24,completed,2025-04-19T01:21:00
1061952,DGU0344,DG044,2024-06-11T10:00:00,2024-06-11T13:00:00,student activity,43,no-show,2024-04-27T08:46:00
1061953,DGU0249,DG040,2025-01-29T08:00:00,2025-01-29T09:00:00,workshop,13,pending,2024-12-01T03:33:00
1061954,DGL0014,DG045,2025-05-13T13:00:00,2025-05-13T15:00:00,lecture,19,completed,2025-05-10T11:05:00
1061955,DGU0097,DG039,2023-02-06T15:00:00,2023-02-06T16:00:00,lecture,21,completed,2023-01-09T14:20:00
1061956,DGU0090,DG049,2024-12-24T08:00:00,2024-12-24T09:00:00,workshop,39,completed,2024-12-10T03:42:00
1061957,DGU0056,DG004,2024-11-02T16:30:00,2024-11-02T18:00:00,student activity,7,pending,2024-09-11T13:05:00
1061958,DGU0267,DG032,2024-09-20T10:00:00,2024-09-20T12:00:00,examination,41,approved,2024-09-18T03:10:00
1061959,DGU0310,DG004,2022-10-27T09:30:00,2022-10-27T11:00:00,student activity,13,pending,2022-10-25T03:06:00
