booking_id,staff_id,decision,decision_time,decision_note,rejection_reason,decision_method
1046510,DGFS0022,approved,2023-10-08T10:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046511,DGFS0001,approved,2024-01-06T14:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046512,DGFS0021,approved,2025-07-24T10:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046514,DGFS0015,approved,2024-01-22T10:31:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046515,DGFS0016,approved,2024-01-20T09:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046516,DGFS0005,rejected,2023-02-17T11:59:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046518,DGFS0005,approved,2022-11-12T09:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046519,DGFS0001,rejected,2023-04-21T11:15:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046521,,approved,2024-01-11T08:12:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046522,DGFS0016,rejected,2023-09-24T20:03:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046525,DGFS0025,approved,2023-06-17T19:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046526,DGFS0023,approved,2024-02-20T06:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046527,DGFM0003,approved,2024-06-30T14:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046531,DGFS0010,approved,2025-01-05T17:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046532,DGFS0002,approved,2024-02-18T17:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046533,DGFS0003,rejected,2023-04-03T03:40:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046535,DGFS0007,rejected,2023-02-19T12:28:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046536,DGFS0022,approved,2023-02-28T03:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046537,DGFS0012,approved,2023-05-31T18:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046538,DGFS0016,approved,2022-11-06T15:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046540,DGFS0020,rejected,2023-06-12T12:02:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046541,DGFM0001,approved,2023-05-11T07:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046542,DGFS0001,rejected,2023-07-09T14:30:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046543,DGFS0015,approved,2023-08-20T13:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046544,DGFS0012,rejected,2023-05-13T16:44:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046545,DGFS0020,approved,2022-12-17T11:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046548,DGFS0014,approved,2025-03-19T22:59:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046549,DGFM0004,approved,2023-08-12T13:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046551,DGFM0003,approved,2024-05-02T17:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046552,DGFS0015,approved,2025-07-27T13:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046554,DGFS0016,rejected,2023-11-18T04:00:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046557,DGFS0003,approved,2023-08-19T19:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046558,,approved,2022-09-21T05:17:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046561,DGFS0020,approved,2024-05-14T02:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046562,DGFS0006,approved,2024-03-05T13:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046564,DGFS0011,approved,2023-12-24T05:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046565,DGFS0025,approved,2024-02-15T00:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046566,DGFM0005,approved,2024-04-27T12:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046567,DGFS0016,approved,2024-02-18T05:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046568,DGFS0008,approved,2022-12-08T02:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046570,DGFS0021,approved,2023-06-22T12:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046573,DGFS0002,rejected,2024-09-22T22:59:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046574,,approved,2025-03-04T07:57:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046575,DGFM0005,approved,2024-04-14T17:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046576,DGFS0005,approved,2024-02-07T04:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046577,,approved,2025-03-14T05:08:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046580,DGFS0007,approved,2024-07-13T14:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046581,DGFS0022,approved,2022-10-11T14:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046583,DGFM0003,approved,2024-03-22T03:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046584,DGFS0014,approved,2022-07-26T05:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046585,DGFS0006,approved,2022-08-09T15:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046587,DGFS0023,approved,2024-10-29T18:16:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046589,DGFS0004,rejected,2023-07-13T16:45:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046591,DGFS0018,approved,2025-06-23T06:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046592,DGFS0005,approved,2023-05-16T18:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046594,DGFS0023,approved,2022-09-05T16:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046595,DGFS0005,approved,2022-09-15T16:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046596,DGFS0015,approved,2025-07-05T21:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046597,DGFS0013,approved,2022-10-09T07:13:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046598,DGFS0016,approved,2024-02-05T03:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046599,DGFM0001,approved,2022-09-06T19:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046600,DGFS0010,approved,2023-07-12T11:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046602,DGFS0018,approved,2024-05-06T02:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046603,DGFS0008,approved,2023-07-04T07:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046607,DGFS0022,approved,2025-06-25T02:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046608,DGFS0007,approved,2024-06-18T14:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046609,DGFM0003,approved,2023-11-06T21:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046611,DGFS0006,rejected,2023-03-08T12:34:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046612,,approved,2024-12-15T07:54:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046613,,approved,2023-06-14T01:11:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046614,DGFS0016,approved,2023-01-26T21:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046615,DGFS0009,approved,2022-11-28T05:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046616,DGFS0002,approved,2022-08-03T01:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046618,,approved,2025-07-18T09:53:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046619,DGFS0014,approved,2025-06-07T12:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046621,DGFS0010,approved,2025-04-02T05:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046622,DGFS0016,rejected,2023-05-31T19:24:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046623,DGFS0023,approved,2023-05-14T21:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046625,DGFS0009,rejected,2023-04-07T10:19:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046627,DGFS0018,rejected,2025-03-02T23:24:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046629,DGFS0001,approved,2024-07-16T10:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046631,,approved,2024-12-25T14:38:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046632,DGFS0022,rejected,2023-06-05T12:54:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046634,,approved,2022-12-25T07:50:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046635,DGFS0018,approved,2024-03-11T07:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046636,DGFS0011,rejected,2023-08-25T02:30:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046639,DGFS0025,approved,2024-11-27T19:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046640,DGFS0002,rejected,2024-11-25T19:21:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046641,DGFS0007,approved,2023-09-18T08:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046642,DGFS0001,approved,2023-08-02T23:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046643,DGFS0007,approved,2023-12-02T13:59:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046645,DGFS0007,approved,2024-01-04T00:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046646,DGFS0015,rejected,2023-04-25T23:08:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046648,,approved,2022-10-21T13:44:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046649,DGFS0017,approved,2024-01-03T04:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046650,DGFS0017,rejected,2023-07-03T13:41:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046651,DGFS0010,approved,2022-10-09T12:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046652,DGFS0021,rejected,2024-11-04T20:09:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046653,DGFS0024,approved,2023-02-02T07:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046654,DGFS0019,approved,2024-08-15T15:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046655,DGFS0001,approved,2024-05-08T13:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046656,DGFS0007,approved,2023-01-22T03:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046657,DGFS0025,approved,2022-08-09T05:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046658,DGFM0002,approved,2022-08-17T14:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046659,DGFS0016,approved,2024-08-12T17:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046661,DGFS0022,approved,2024-02-29T11:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046663,DGFS0014,approved,2022-09-19T20:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046664,DGFS0001,approved,2023-01-23T17:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046667,DGFM0003,approved,2022-11-23T17:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046669,DGFM0002,approved,2023-06-09T01:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046670,DGFS0004,approved,2022-12-23T02:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046671,DGFS0008,approved,2024-03-16T03:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046672,DGFS0023,approved,2022-11-29T13:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046673,DGFS0023,approved,2025-06-10T16:59:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046675,DGFS0003,approved,2022-12-06T05:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046676,DGFS0007,approved,2023-12-14T21:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046680,DGFM0005,rejected,2023-11-30T17:19:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046682,DGFS0004,approved,2023-07-12T09:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046683,DGFS0009,rejected,2023-06-09T09:11:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046684,DGFS0020,approved,2024-01-04T14:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046686,DGFM0004,approved,2024-01-31T17:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046687,,approved,2024-10-09T09:18:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046688,DGFS0010,approved,2024-08-27T19:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046689,DGFS0014,approved,2023-06-19T05:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046691,DGFM0005,rejected,2023-06-30T16:38:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046692,DGFS0020,approved,2024-10-27T13:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046693,DGFS0010,approved,2023-09-11T10:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046694,DGFS0010,approved,2023-09-02T07:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046696,DGFS0003,approved,2023-03-18T04:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046698,DGFM0005,approved,2024-01-03T23:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046700,,approved,2023-11-27T23:50:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046701,DGFM0002,approved,2024-05-09T12:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046702,,approved,2024-08-12T08:51:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046703,DGFS0010,approved,2025-03-18T23:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046704,DGFS0016,approved,2025-03-18T01:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046705,,approved,2025-01-08T15:25:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046706,DGFS0018,approved,2025-02-13T15:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046708,DGFS0010,approved,2023-08-07T05:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046711,DGFM0002,approved,2025-05-05T23:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046712,DGFS0004,approved,2023-03-04T10:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046713,,approved,2023-08-02T04:38:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046714,DGFS0008,approved,2025-03-11T04:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046715,DGFS0001,approved,2024-07-24T03:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046716,DGFS0015,approved,2025-02-24T18:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046717,DGFS0023,rejected,2023-10-13T18:00:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046718,DGFS0014,approved,2025-01-12T23:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046719,DGFS0019,approved,2023-02-20T12:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046720,DGFS0009,approved,2023-03-18T23:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046721,DGFS0007,approved,2023-08-29T14:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046722,DGFS0023,approved,2022-12-12T03:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046723,DGFS0025,approved,2024-02-14T01:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046724,DGFS0008,rejected,2024-06-25T15:19:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046726,DGFS0001,approved,2023-12-31T01:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046727,,approved,2025-01-14T05:12:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046728,DGFS0023,approved,2024-06-07T18:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046730,DGFS0014,approved,2024-03-05T13:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046731,DGFS0006,approved,2022-08-30T09:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046732,DGFS0003,approved,2024-07-15T00:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046733,DGFM0004,approved,2023-07-08T06:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046735,,approved,2024-10-01T04:46:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046736,DGFS0008,approved,2024-04-01T10:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046737,DGFS0006,approved,2024-11-05T19:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046738,DGFM0004,approved,2024-08-25T06:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046739,DGFS0004,rejected,2024-12-30T06:30:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046740,DGFS0013,approved,2024-11-21T17:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046741,DGFS0020,approved,2024-04-01T15:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046742,,approved,2025-06-20T23:21:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046745,DGFS0020,approved,2024-07-25T01:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046746,DGFS0014,approved,2025-07-27T00:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046747,DGFS0021,approved,2023-09-26T04:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046748,DGFM0005,approved,2023-11-23T12:55:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046749,DGFS0015,approved,2023-02-06T05:06:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046751,,approved,2023-03-02T07:48:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046752,DGFM0002,approved,2022-11-01T01:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046753,DGFS0014,approved,2023-12-04T08:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046755,DGFM0002,approved,2025-05-27T02:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046756,DGFM0001,rejected,2024-12-19T23:11:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046757,DGFS0006,approved,2023-10-26T00:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046758,DGFM0001,rejected,2025-01-29T08:35:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046759,DGFS0022,approved,2025-04-22T11:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046760,DGFS0016,approved,2025-07-28T23:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046761,DGFS0018,approved,2024-09-22T00:31:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046762,DGFM0003,approved,2022-12-24T18:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046763,DGFS0001,approved,2023-07-02T16:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046764,DGFS0019,approved,2024-12-07T08:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046765,DGFS0008,approved,2023-08-14T06:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046766,DGFS0019,approved,2024-01-31T15:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046767,,approved,2023-11-19T10:11:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046769,,approved,2024-03-10T03:07:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046770,DGFS0007,rejected,2024-03-16T04:19:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046771,DGFS0006,approved,2022-09-11T14:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046772,DGFS0020,rejected,2023-07-28T03:08:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046773,DGFS0024,approved,2024-02-14T06:59:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046774,DGFS0024,approved,2023-07-05T20:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046775,DGFM0001,approved,2024-03-19T15:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046776,DGFS0014,approved,2023-11-09T10:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046778,DGFS0022,approved,2025-07-23T18:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046779,DGFS0018,approved,2025-02-12T12:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046780,DGFS0001,approved,2025-03-12T11:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046781,DGFS0019,approved,2024-11-27T10:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046782,DGFS0009,approved,2022-12-07T08:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046784,DGFS0014,approved,2023-06-08T10:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046785,DGFS0023,approved,2023-05-24T11:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046786,DGFS0008,approved,2023-01-22T18:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046787,,approved,2024-05-01T08:00:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046788,DGFS0015,approved,2025-01-24T17:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046789,DGFM0001,approved,2022-10-01T02:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046790,DGFS0016,rejected,2023-05-24T15:45:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046792,DGFS0012,approved,2023-11-30T01:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046793,DGFS0006,rejected,2023-07-16T02:05:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1046794,DGFS0009,rejected,2023-11-16T15:40:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046796,DGFM0004,approved,2025-02-04T19:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046797,DGFM0005,approved,2023-07-25T03:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046798,DGFS0001,approved,2023-10-27T07:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046799,DGFS0006,approved,2025-04-06T00:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046800,DGFM0003,rejected,2022-08-05T03:36:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046801,DGFS0001,approved,2024-09-09T17:16:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046802,DGFM0005,approved,2025-05-13T08:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046803,DGFS0022,approved,2022-09-08T09:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046804,DGFS0020,approved,2025-05-18T09:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046805,DGFS0015,approved,2023-03-29T17:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046806,DGFM0005,approved,2025-01-21T16:13:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046807,DGFS0022,approved,2023-09-17T15:16:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046808,DGFS0023,approved,2024-12-08T13:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046809,DGFS0002,approved,2023-09-11T09:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046810,,approved,2023-08-01T00:57:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046812,DGFM0003,approved,2022-08-27T08:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046814,DGFS0001,approved,2024-01-12T13:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046815,DGFS0025,approved,2022-11-25T11:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046816,DGFS0018,approved,2022-08-19T10:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046817,,approved,2025-05-20T08:45:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1046819,DGFM0005,approved,2022-09-04T16:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046820,DGFM0001,approved,2024-04-29T21:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046824,DGFM0004,rejected,2024-02-02T06:28:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046825,DGFS0003,approved,2023-01-18T12:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046826,DGFS0012,approved,2024-07-02T16:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046827,DGFS0024,approved,2023-12-10T10:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046828,DGFS0024,rejected,2025-07-02T02:33:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046829,DGFS0002,approved,2024-04-24T01:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046830,DGFS0010,approved,2023-06-11T21:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046831,DGFM0004,approved,2023-02-25T12:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046834,DGFS0024,approved,2024-06-14T22:06:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046836,DGFS0024,approved,2024-05-08T20:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046839,DGFS0013,approved,2023-11-04T12:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046840,DGFS0017,rejected,2023-03-14T17:06:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046841,DGFS0003,approved,2022-11-28T20:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046842,DGFM0004,approved,2025-04-05T17:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046844,DGFS0018,approved,2023-02-15T02:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046845,DGFS0013,rejected,2024-04-22T07:21:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1046846,DGFS0006,rejected,2023-02-05T07:01:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1046847,DGFS0007,approved,2024-12-07T20:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046849,DGFS0009,approved,2025-04-04T03:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046850,DGFS0024,approved,2025-01-14T13:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1046851,,approved,2025-05-31T12:11:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
