booking_id,actual_start_time,checked_in_by,initial_condition,actual_end_time,final_condition,usage_notes
1048105,2024-02-07T11:54:00,DGFS0021,Generated check-in: room ready for use.,2024-02-07T14:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048108,2024-04-10T13:01:00,DGFS0005,Generated check-in: room ready for use.,2024-04-10T14:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048109,2024-10-05T12:56:00,DGFS0023,Generated check-in: room ready for use.,2024-10-05T14:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048110,2023-06-24T09:00:00,DGFS0005,Generated check-in: room ready for use.,2023-06-24T11:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048116,2024-02-19T10:51:00,DGFS0014,Generated check-in: room ready for use.,2024-02-19T12:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048117,2023-12-02T10:53:00,DGFS0004,Generated check-in: room ready for use.,2023-12-02T13:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048119,2024-06-06T11:57:00,DGFS0009,Generated check-in: room ready for use.,2024-06-06T13:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048121,2024-06-02T09:03:00,DGFS0007,Generated check-in: room ready for use.,2024-06-02T10:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048122,2024-05-19T15:59:00,DGFS0021,Generated check-in: room ready for use.,2024-05-19T17:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048126,2024-06-29T15:05:00,DGFS0002,Generated check-in: room ready for use.,2024-06-29T17:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048133,2023-03-04T07:54:00,DGFS0004,Generated check-in: room ready for use.,2023-03-04T10:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048137,2024-02-11T11:58:00,DGFS0002,Generated check-in: room ready for use.,2024-02-11T13:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048138,2025-05-01T09:57:00,DGFS0020,Generated check-in: room ready for use.,2025-05-01T13:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048139,2024-05-09T14:04:00,DGFM0002,Generated check-in: room ready for use.,2024-05-09T15:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048145,2024-02-19T12:10:00,DGFS0001,Generated check-in: room ready for use.,2024-02-19T13:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048151,2023-02-09T16:08:00,DGFS0003,Generated check-in: room ready for use.,2023-02-09T17:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048155,2025-04-24T08:52:00,DGFM0004,Generated check-in: room ready for use.,2025-04-24T10:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048156,2023-06-09T11:51:00,DGFS0013,Generated check-in: room ready for use.,2023-06-09T12:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048158,2022-11-04T15:03:00,DGFS0005,Generated check-in: room ready for use.,2022-11-04T16:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048159,2023-07-26T13:01:00,DGFS0012,Generated check-in: room ready for use.,2023-07-26T14:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048161,2025-08-19T08:10:00,DGFS0023,Generated check-in: room ready for use.,2025-08-19T09:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048163,2024-07-05T16:56:00,DGFS0017,Generated check-in: room ready for use.,2024-07-05T18:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048168,2023-06-09T08:59:00,DGFM0003,Generated check-in: room ready for use.,2023-06-09T10:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048169,2025-01-28T13:03:00,DGFM0004,Generated check-in: room ready for use.,2025-01-28T14:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048170,2023-08-17T15:06:00,DGFS0016,Generated check-in: room ready for use.,2023-08-17T16:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048174,2023-03-03T09:55:00,DGFS0005,Generated check-in: room ready for use.,2023-03-03T10:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048176,2024-06-27T15:58:00,DGFS0021,Generated check-in: room ready for use.,2024-06-27T16:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048178,2022-12-07T12:09:00,DGFS0004,Generated check-in: room ready for use.,2022-12-07T13:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048179,2023-11-17T11:02:00,DGFS0011,Generated check-in: room ready for use.,2023-11-17T14:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048183,2023-03-27T10:53:00,DGFS0009,Generated check-in: room ready for use.,2023-03-27T12:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048184,2024-10-29T15:03:00,DGFS0006,Generated check-in: room ready for use.,2024-10-29T17:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048185,2023-05-23T10:51:00,DGFS0015,Generated check-in: room ready for use.,2023-05-23T13:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048190,2023-03-24T16:54:00,DGFS0007,Generated check-in: room ready for use.,2023-03-24T18:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048191,2025-08-10T12:55:00,DGFS0008,Generated check-in: room ready for use.,2025-08-10T14:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048192,2024-03-24T07:57:00,DGFS0005,Generated check-in: room ready for use.,2024-03-24T08:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048199,2023-10-01T16:51:00,DGFM0005,Generated check-in: room ready for use.,2023-10-01T18:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048202,2022-11-17T14:02:00,DGFS0022,Generated check-in: room ready for use.,2022-11-17T15:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048203,2022-09-24T11:03:00,DGFS0010,Generated check-in: room ready for use.,2022-09-24T11:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048206,2024-11-07T11:01:00,DGFS0006,Generated check-in: room ready for use.,2024-11-07T12:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048208,2023-08-25T10:56:00,DGFS0011,Generated check-in: room ready for use.,2023-08-25T14:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048209,2025-06-02T11:51:00,DGFS0006,Generated check-in: room ready for use.,2025-06-02T15:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048210,2023-08-08T09:02:00,DGFS0009,Generated check-in: room ready for use.,2023-08-08T11:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048211,2023-10-27T08:54:00,DGFS0016,Generated check-in: room ready for use.,2023-10-27T11:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048213,2022-10-29T12:09:00,DGFS0023,Generated check-in: room ready for use.,2022-10-29T13:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048216,2025-01-16T07:59:00,DGFM0001,Generated check-in: room ready for use.,2025-01-16T09:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048218,2022-10-26T12:58:00,DGFS0011,Generated check-in: room ready for use.,2022-10-26T15:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048221,2025-02-19T08:02:00,DGFS0021,Generated check-in: room ready for use.,2025-02-19T10:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048223,2025-01-29T16:50:00,DGFS0025,Generated check-in: room ready for use.,2025-01-29T18:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048227,2024-06-14T15:04:00,DGFS0008,Generated check-in: room ready for use.,2024-06-14T16:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048231,2024-11-25T13:50:00,DGFS0010,Generated check-in: room ready for use.,2024-11-25T14:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048233,2023-09-11T15:52:00,DGFM0002,Generated check-in: room ready for use.,2023-09-11T17:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048235,2022-10-14T14:03:00,DGFS0013,Generated check-in: room ready for use.,2022-10-14T16:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048238,2025-02-07T14:07:00,DGFS0004,Generated check-in: room ready for use.,2025-02-07T14:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048240,2022-12-09T10:05:00,DGFS0017,Generated check-in: room ready for use.,2022-12-09T11:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048241,2023-07-02T08:51:00,DGFS0001,Generated check-in: room ready for use.,2023-07-02T09:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048242,2024-04-29T15:09:00,DGFS0014,Generated check-in: room ready for use.,2024-04-29T17:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048246,2024-09-08T07:56:00,DGFS0015,Generated check-in: room ready for use.,2024-09-08T09:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048247,2022-11-04T12:50:00,DGFM0001,Generated check-in: room ready for use.,2022-11-04T14:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048252,2024-12-31T17:06:00,DGFS0012,Generated check-in: room ready for use.,2024-12-31T18:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048254,2024-09-07T12:59:00,DGFS0013,Generated check-in: room ready for use.,2024-09-07T14:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048256,2022-12-17T10:02:00,DGFS0004,Generated check-in: room ready for use.,2022-12-17T11:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048258,2025-01-28T10:03:00,DGFS0018,Generated check-in: room ready for use.,2025-01-28T10:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048263,2023-07-24T15:57:00,DGFS0002,Generated check-in: room ready for use.,2023-07-24T16:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048268,2023-07-05T14:54:00,DGFS0004,Generated check-in: room ready for use.,2023-07-05T17:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048269,2023-05-24T16:05:00,DGFS0009,Generated check-in: room ready for use.,2023-05-24T18:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048270,2023-01-20T09:50:00,DGFS0014,Generated check-in: room ready for use.,2023-01-20T11:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048271,2023-08-25T14:51:00,DGFS0002,Generated check-in: room ready for use.,2023-08-25T16:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048274,2022-09-23T09:07:00,DGFS0019,Generated check-in: room ready for use.,2022-09-23T10:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048275,2023-07-29T14:51:00,DGFS0011,Generated check-in: room ready for use.,2023-07-29T18:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048276,2023-07-21T16:59:00,DGFS0006,Generated check-in: room ready for use.,2023-07-21T18:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048277,2024-09-03T16:52:00,DGFS0020,Generated check-in: room ready for use.,2024-09-03T17:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048282,2025-05-14T10:05:00,DGFS0015,Generated check-in: room ready for use.,2025-05-14T11:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048283,2022-12-03T16:50:00,DGFS0022,Generated check-in: room ready for use.,2022-12-03T18:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048284,2022-12-24T15:58:00,DGFM0002,Generated check-in: room ready for use.,2022-12-24T17:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048285,2023-02-02T07:51:00,DGFS0014,Generated check-in: room ready for use.,2023-02-02T08:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048286,2022-09-17T14:56:00,DGFM0005,Generated check-in: room ready for use.,2022-09-17T17:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048291,2023-01-14T13:53:00,DGFS0014,Generated check-in: room ready for use.,2023-01-14T15:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048292,2025-06-04T16:03:00,DGFS0013,Generated check-in: room ready for use.,2025-06-04T17:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048293,2025-01-12T12:07:00,DGFS0023,Generated check-in: room ready for use.,2025-01-12T12:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048294,2022-10-29T17:03:00,DGFS0003,Generated check-in: room ready for use.,2022-10-29T18:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048295,2025-08-07T09:58:00,DGFS0024,Generated check-in: room ready for use.,2025-08-07T11:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048296,2022-12-06T16:02:00,DGFS0024,Generated check-in: room ready for use.,2022-12-06T16:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048297,2023-09-25T09:53:00,DGFS0017,Generated check-in: room ready for use.,2023-09-25T11:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048301,2022-11-30T08:01:00,DGFS0003,Generated check-in: room ready for use.,2022-11-30T08:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048302,2023-09-11T13:50:00,DGFM0002,Generated check-in: room ready for use.,2023-09-11T15:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048308,2023-08-25T09:59:00,DGFS0009,Generated check-in: room ready for use.,2023-08-25T11:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048309,2025-02-10T10:04:00,DGFS0021,Generated check-in: room ready for use.,2025-02-10T11:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048310,2023-06-03T11:59:00,DGFS0024,Generated check-in: room ready for use.,2023-06-03T13:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048314,2024-10-29T11:00:00,DGFS0021,Generated check-in: room ready for use.,2024-10-29T13:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048316,2024-07-23T13:06:00,DGFS0006,Generated check-in: room ready for use.,2024-07-23T15:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048318,2023-06-21T15:51:00,DGFS0017,Generated check-in: room ready for use.,2023-06-21T17:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048322,2022-09-22T07:56:00,DGFS0011,Generated check-in: room ready for use.,2022-09-22T09:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048325,2022-12-06T09:58:00,DGFS0020,Generated check-in: room ready for use.,2022-12-06T11:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048326,2023-11-05T11:51:00,DGFS0018,Generated check-in: room ready for use.,2023-11-05T13:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048329,2025-04-20T12:08:00,DGFS0001,Generated check-in: room ready for use.,2025-04-20T13:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048332,2022-09-12T12:08:00,DGFS0022,Generated check-in: room ready for use.,2022-09-12T12:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048334,2023-01-14T08:50:00,DGFS0024,Generated check-in: room ready for use.,2023-01-14T10:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048335,2024-12-24T10:07:00,DGFM0002,Generated check-in: room ready for use.,2024-12-24T10:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048337,2023-04-18T15:56:00,DGFS0004,Generated check-in: room ready for use.,2023-04-18T17:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048341,2025-06-10T11:01:00,DGFS0018,Generated check-in: room ready for use.,2025-06-10T13:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048346,2023-12-14T15:10:00,DGFS0013,Generated check-in: room ready for use.,2023-12-14T18:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048347,2022-10-08T09:56:00,DGFS0015,Generated check-in: room ready for use.,2022-10-08T11:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048348,2023-07-22T09:03:00,DGFS0008,Generated check-in: room ready for use.,2023-07-22T10:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048353,2024-02-18T13:07:00,DGFS0025,Generated check-in: room ready for use.,2024-02-18T16:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048354,2025-07-13T08:54:00,DGFS0010,Generated check-in: room ready for use.,2025-07-13T11:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048363,2023-12-20T12:52:00,DGFM0003,Generated check-in: room ready for use.,2023-12-20T15:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048365,2025-02-13T15:51:00,DGFM0005,Generated check-in: room ready for use.,2025-02-13T17:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048366,2025-05-21T16:06:00,DGFS0008,Generated check-in: room ready for use.,2025-05-21T17:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048367,2024-07-08T09:10:00,DGFS0025,Generated check-in: room ready for use.,2024-07-08T11:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048368,2023-11-05T10:57:00,DGFS0024,Generated check-in: room ready for use.,2023-11-05T13:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048370,2025-03-18T08:50:00,DGFS0012,Generated check-in: room ready for use.,2025-03-18T09:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048372,2023-10-05T13:56:00,DGFS0010,Generated check-in: room ready for use.,2023-10-05T16:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048373,2025-05-19T16:03:00,DGFS0014,Generated check-in: room ready for use.,2025-05-19T17:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048375,2024-08-03T16:04:00,DGFS0006,Generated check-in: room ready for use.,2024-08-03T18:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048380,2024-07-22T14:02:00,DGFM0001,Generated check-in: room ready for use.,2024-07-22T14:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048381,2025-04-13T11:55:00,DGFS0013,Generated check-in: room ready for use.,2025-04-13T13:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048388,2025-01-21T13:02:00,DGFS0021,Generated check-in: room ready for use.,2025-01-21T14:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048389,2023-03-11T08:06:00,DGFS0004,Generated check-in: room ready for use.,2023-03-11T09:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048391,2024-02-13T10:10:00,DGFS0016,Generated check-in: room ready for use.,2024-02-13T11:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048392,2022-12-01T12:01:00,DGFS0009,Generated check-in: room ready for use.,2022-12-01T12:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048397,2024-05-13T09:00:00,DGFM0002,Generated check-in: room ready for use.,2024-05-13T12:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048399,2022-12-01T12:09:00,DGFS0004,Generated check-in: room ready for use.,2022-12-01T13:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048400,2023-09-16T08:02:00,DGFS0007,Generated check-in: room ready for use.,2023-09-16T10:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048401,2023-08-04T12:53:00,DGFS0023,Generated check-in: room ready for use.,2023-08-04T14:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048406,2024-10-03T10:52:00,DGFS0004,Generated check-in: room ready for use.,2024-10-03T14:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048415,2024-11-11T13:03:00,DGFS0018,Generated check-in: room ready for use.,2024-11-11T14:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048416,2024-07-17T09:03:00,DGFS0014,Generated check-in: room ready for use.,2024-07-17T10:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048417,2023-07-28T15:02:00,DGFS0003,Generated check-in: room ready for use.,2023-07-28T16:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048418,2024-03-06T16:50:00,DGFS0012,Generated check-in: room ready for use.,2024-03-06T17:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048419,2023-04-22T07:55:00,DGFS0010,Generated check-in: room ready for use.,2023-04-22T11:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048424,2025-04-30T15:58:00,DGFS0014,Generated check-in: room ready for use.,2025-04-30T18:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048427,2022-10-12T17:06:00,DGFS0006,Generated check-in: room ready for use.,2022-10-12T18:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048428,2023-09-07T09:50:00,DGFM0005,Generated check-in: room ready for use.,2023-09-07T11:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048430,2022-11-15T15:05:00,DGFS0022,Generated check-in: room ready for use.,2022-11-15T17:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048431,2023-05-24T09:57:00,DGFS0014,Generated check-in: room ready for use.,2023-05-24T11:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048434,2025-01-01T08:56:00,DGFS0017,Generated check-in: room ready for use.,2025-01-01T10:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048435,2023-09-07T11:04:00,DGFM0001,Generated check-in: room ready for use.,2023-09-07T12:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048436,2023-04-21T16:56:00,DGFS0007,Generated check-in: room ready for use.,2023-04-21T17:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048437,2024-12-10T15:55:00,DGFS0001,Generated check-in: room ready for use.,2024-12-10T16:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048438,2024-09-16T08:09:00,DGFS0004,Generated check-in: room ready for use.,2024-09-16T09:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048440,2025-02-19T15:09:00,DGFS0007,Generated check-in: room ready for use.,2025-02-19T15:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048442,2023-05-28T14:02:00,DGFS0020,Generated check-in: room ready for use.,2023-05-28T15:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048446,2024-09-30T14:10:00,DGFM0002,Generated check-in: room ready for use.,2024-09-30T14:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048450,2023-11-30T16:07:00,DGFS0001,Generated check-in: room ready for use.,2023-11-30T17:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048454,2025-05-22T15:55:00,DGFS0020,Generated check-in: room ready for use.,2025-05-22T17:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048456,2022-09-20T08:03:00,DGFS0024,Generated check-in: room ready for use.,2022-09-20T09:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048458,2023-04-11T12:53:00,DGFS0016,Generated check-in: room ready for use.,2023-04-11T14:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048460,2024-05-05T07:56:00,DGFS0007,Generated check-in: room ready for use.,2024-05-05T08:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048461,2024-10-12T13:54:00,DGFS0024,Generated check-in: room ready for use.,2024-10-12T17:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048462,2022-10-08T09:08:00,DGFS0023,Generated check-in: room ready for use.,2022-10-08T11:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048463,2023-12-08T14:55:00,DGFS0005,Generated check-in: room ready for use.,2023-12-08T17:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048466,2024-01-08T08:07:00,DGFS0014,Generated check-in: room ready for use.,2024-01-08T09:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048467,2024-02-05T15:08:00,DGFS0002,Generated check-in: room ready for use.,2024-02-05T16:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048469,2023-01-05T09:05:00,DGFS0013,Generated check-in: room ready for use.,2023-01-05T10:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048471,2024-06-09T14:51:00,DGFM0001,Generated check-in: room ready for use.,2024-06-09T17:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048479,2024-01-03T13:55:00,DGFS0006,Generated check-in: room ready for use.,2024-01-03T14:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048480,2025-06-16T13:01:00,DGFS0025,Generated check-in: room ready for use.,2025-06-16T14:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048483,2024-08-31T15:08:00,DGFS0017,Generated check-in: room ready for use.,2024-08-31T16:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048485,2023-09-07T12:04:00,DGFS0006,Generated check-in: room ready for use.,2023-09-07T14:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048488,2024-07-06T14:04:00,DGFS0005,Generated check-in: room ready for use.,2024-07-06T15:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048496,2023-08-21T08:03:00,DGFS0014,Generated check-in: room ready for use.,2023-08-21T09:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048499,2022-10-09T07:59:00,DGFS0004,Generated check-in: room ready for use.,2022-10-09T10:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048502,2023-01-28T08:52:00,DGFS0024,Generated check-in: room ready for use.,2023-01-28T10:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048503,2023-10-01T09:02:00,DGFS0022,Generated check-in: room ready for use.,2023-10-01T12:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048504,2023-07-14T12:00:00,DGFS0024,Generated check-in: room ready for use.,2023-07-14T13:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048507,2023-02-07T11:10:00,DGFS0022,Generated check-in: room ready for use.,2023-02-07T13:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048508,2024-07-04T15:09:00,DGFS0012,Generated check-in: room ready for use.,2024-07-04T16:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048509,2025-03-06T10:08:00,DGFS0022,Generated check-in: room ready for use.,2025-03-06T12:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048511,2023-03-15T11:01:00,DGFS0002,Generated check-in: room ready for use.,2023-03-15T12:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048513,2022-12-02T13:08:00,DGFM0005,Generated check-in: room ready for use.,2022-12-02T15:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048514,2024-01-29T09:56:00,DGFS0009,Generated check-in: room ready for use.,2024-01-29T11:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048518,2023-04-27T15:10:00,DGFS0007,Generated check-in: room ready for use.,2023-04-27T17:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048524,2023-09-09T08:10:00,DGFS0001,Generated check-in: room ready for use.,2023-09-09T09:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048526,2024-11-20T16:54:00,DGFS0019,Generated check-in: room ready for use.,2024-11-20T18:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048529,2023-01-06T16:50:00,DGFM0005,Generated check-in: room ready for use.,2023-01-06T18:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1048530,2025-08-09T14:02:00,DGFM0001,Generated check-in: room ready for use.,2025-08-09T15:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
