maintenance_id,staff_id,assigned_at,unassigned_at,assignment_role
1000697,DGFS0024,2022-09-29T19:31:00,2022-09-29T21:00:00,primary
1000698,DGFS0015,2025-08-19T19:52:00,2025-08-19T22:00:00,primary
1000699,DGFS0004,2025-05-02T19:26:00,2025-05-02T23:00:00,primary
1000700,DGFS0019,2024-01-16T19:40:00,2024-01-16T21:00:00,primary
1000701,DGFS0004,2024-09-29T20:00:00,2024-09-29T23:00:00,primary
1000702,DGFS0001,2025-05-07T19:29:00,2025-05-07T21:00:00,primary
1000703,DGFS0021,2023-02-23T19:53:00,2023-02-23T23:00:00,primary
1000704,DGFS0020,2024-10-25T19:26:00,2024-10-25T23:00:00,primary
1000705,DGFS0011,2024-04-26T19:15:00,2024-04-26T23:00:00,primary
1000706,DGFS0001,2024-06-14T19:07:00,2024-06-14T21:00:00,primary
1000707,DGFS0009,2024-11-05T19:18:00,2024-11-05T21:00:00,primary
1000708,DGFM0005,2025-03-23T19:59:00,2025-03-23T22:00:00,primary
1000709,DGFS0024,2024-12-26T19:21:00,2024-12-26T23:00:00,primary
1000710,DGFS0020,2023-07-18T19:30:00,2023-07-18T22:00:00,primary
1000711,DGFS0022,2023-04-27T19:12:00,2023-04-27T21:00:00,primary
1000712,DGFS0019,2025-05-03T19:20:00,2025-05-03T21:00:00,primary
1000713,DGFS0014,2024-12-03T19:25:00,2024-12-03T23:00:00,primary
1000714,DGFS0012,2022-09-09T19:48:00,2022-09-09T21:00:00,primary
1000715,DGFM0002,2025-03-07T19:20:00,2025-03-07T21:00:00,primary
1000716,DGFS0011,2025-04-01T19:43:00,2025-04-01T22:00:00,primary
1000717,DGFS0025,2024-09-25T19:27:00,2024-09-25T22:00:00,primary
1000718,DGFS0002,2024-07-09T19:50:00,2024-07-09T22:00:00,primary
1000719,DGFS0006,2023-09-27T19:23:00,2023-09-27T21:00:00,primary
1000720,DGFM0002,2025-05-16T19:25:00,2025-05-16T23:00:00,primary
1000721,DGFS0013,2023-04-16T19:49:00,2023-04-16T23:00:00,primary
1000722,DGFS0009,2024-07-30T19:20:00,2024-07-30T22:00:00,primary
1000723,DGFS0009,2025-08-07T19:54:00,2025-08-07T21:00:00,primary
1000724,DGFM0005,2025-04-20T19:13:00,2025-04-20T21:00:00,primary
1000725,DGFS0019,2025-05-17T19:25:00,2025-05-17T21:00:00,primary
1000726,DGFS0019,2024-01-11T19:45:00,2024-01-11T23:00:00,primary
1000727,DGFS0008,2025-01-07T19:40:00,2025-01-07T21:00:00,primary
1000728,DGFS0020,2025-04-15T19:31:00,2025-04-15T23:00:00,primary
1000729,DGFS0017,2025-01-15T19:30:00,2025-01-15T23:00:00,primary
1000730,DGFS0019,2025-03-29T19:31:00,2025-03-29T21:00:00,primary
1000731,DGFM0003,2023-02-23T19:34:00,2023-02-23T22:00:00,primary
1000732,DGFS0008,2025-01-24T19:13:00,2025-01-24T21:00:00,primary
1000733,DGFS0002,2023-04-03T19:59:00,2023-04-03T22:00:00,primary
1000734,DGFS0009,2025-01-17T19:58:00,2025-01-17T21:00:00,primary
1000735,DGFS0018,2023-03-26T19:53:00,2023-03-26T22:00:00,primary
1000736,DGFS0012,2025-08-22T19:55:00,2025-08-22T23:00:00,primary
1000737,DGFS0025,2024-01-28T19:25:00,2024-01-28T23:00:00,primary
1000738,DGFS0006,2024-12-31T19:16:00,2024-12-31T21:00:00,primary
1000739,DGFS0005,2024-03-19T19:47:00,2024-03-19T22:00:00,primary
1000740,DGFM0005,2025-01-26T19:11:00,2025-01-26T22:00:00,primary
1000741,DGFS0013,2022-11-22T19:27:00,2022-11-22T23:00:00,primary
1000742,DGFS0011,2023-07-02T19:18:00,2023-07-02T22:00:00,primary
1000743,DGFS0020,2023-12-14T20:00:00,2023-12-14T23:00:00,primary
1000744,DGFS0023,2024-10-25T19:15:00,2024-10-25T23:00:00,primary
1000745,DGFS0004,2024-02-24T19:35:00,2024-02-24T22:00:00,primary
1000746,DGFS0004,2024-12-24T19:26:00,2024-12-24T23:00:00,primary
1000747,DGFS0001,2024-01-08T19:38:00,2024-01-08T23:00:00,primary
1000748,DGFS0005,2022-10-28T19:55:00,2022-10-28T23:00:00,primary
1000749,DGFS0002,2023-08-16T19:09:00,2023-08-16T23:00:00,primary
1000750,DGFS0017,2024-03-28T19:40:00,2024-03-28T21:00:00,primary
1000751,DGFS0001,2022-10-05T19:14:00,2022-10-05T22:00:00,primary
1000752,DGFM0001,2024-08-07T19:45:00,2024-08-07T22:00:00,primary
1000753,DGFS0014,2023-01-01T19:47:00,2023-01-01T21:00:00,primary
1000754,DGFM0005,2024-01-12T19:15:00,2024-01-12T23:00:00,primary
1000755,DGFS0019,2025-05-13T19:56:00,2025-05-13T21:00:00,primary
1000756,DGFM0002,2023-09-13T19:40:00,2023-09-13T23:00:00,primary
1000757,DGFS0020,2023-09-06T19:38:00,2023-09-06T23:00:00,primary
1000758,DGFS0020,2023-03-31T19:47:00,2023-03-31T21:00:00,primary
1000759,DGFM0002,2024-09-06T19:59:00,2024-09-06T21:00:00,primary
1000760,DGFS0022,2025-04-29T19:45:00,2025-04-29T23:00:00,primary
1000761,DGFS0022,2024-07-05T19:22:00,2024-07-05T21:00:00,primary
1000762,DGFS0007,2024-07-02T19:32:00,2024-07-02T22:00:00,primary
1000763,DGFS0003,2023-06-02T19:11:00,2023-06-02T23:00:00,primary
1000764,DGFS0015,2023-03-23T19:19:00,2023-03-23T22:00:00,primary
1000765,DGFS0008,2023-09-26T19:15:00,2023-09-26T22:00:00,primary
1000766,DGFS0020,2023-09-03T19:33:00,2023-09-03T23:00:00,primary
1000767,DGFS0010,2022-12-05T19:20:00,2022-12-05T22:00:00,primary
1000768,DGFM0005,2023-10-01T20:00:00,2023-10-01T21:00:00,primary
1000769,DGFS0004,2023-03-04T19:22:00,2023-03-04T23:00:00,primary
1000770,DGFM0004,2024-03-28T19:44:00,2024-03-28T21:00:00,primary
1000771,DGFS0019,2025-01-02T19:23:00,2025-01-02T22:00:00,primary
1000772,DGFS0005,2023-07-12T19:36:00,2023-07-12T23:00:00,primary
1000773,DGFS0021,2024-06-17T19:33:00,2024-06-17T23:00:00,primary
1000774,DGFS0002,2023-06-13T19:37:00,2023-06-13T22:00:00,primary
1000775,DGFS0021,2022-12-17T19:37:00,2022-12-17T22:00:00,primary
1000776,DGFS0024,2024-09-22T19:25:00,2024-09-22T23:00:00,primary
1000777,DGFS0006,2024-05-06T19:33:00,2024-05-06T21:00:00,primary
1000778,DGFM0005,2025-08-20T19:46:00,2025-08-20T21:00:00,primary
1000779,DGFM0003,2023-08-02T19:07:00,2023-08-02T22:00:00,primary
1000780,DGFS0005,2022-10-20T19:36:00,2022-10-20T22:00:00,primary
1000781,DGFS0013,2025-05-24T19:28:00,2025-05-24T23:00:00,primary
1000782,DGFM0005,2025-04-30T19:46:00,2025-04-30T22:00:00,primary
1000783,DGFS0014,2022-09-08T19:39:00,2022-09-08T21:00:00,primary
1000784,DGFS0019,2023-07-21T19:24:00,2023-07-21T22:00:00,primary
1000785,DGFS0022,2022-10-03T19:21:00,2022-10-03T23:00:00,primary
1000786,DGFS0021,2024-06-16T19:32:00,2024-06-16T21:00:00,primary
1000787,DGFS0020,2024-10-08T19:23:00,2024-10-08T23:00:00,primary
1000788,DGFS0023,2023-04-24T19:40:00,2023-04-24T21:00:00,primary
1000789,DGFS0015,2025-04-26T19:46:00,2025-04-26T22:00:00,primary
1000790,DGFS0007,2025-08-11T19:41:00,2025-08-11T22:00:00,primary
1000791,DGFS0009,2025-04-30T19:36:00,2025-04-30T21:00:00,primary
1000792,DGFS0009,2023-02-06T19:35:00,2023-02-06T21:00:00,primary
1000793,DGFM0003,2024-02-07T19:38:00,2024-02-07T23:00:00,primary
1000794,DGFS0009,2024-02-11T19:40:00,2024-02-11T22:00:00,primary
1000795,DGFS0008,2023-06-09T19:12:00,2023-06-09T22:00:00,primary
1000796,DGFM0003,2025-08-08T19:52:00,2025-08-08T21:00:00,primary
1000797,DGFS0019,2023-07-17T19:42:00,2023-07-17T22:00:00,primary
1000798,DGFS0012,2023-07-21T19:55:00,2023-07-21T21:00:00,primary
1000799,DGFS0015,2025-02-17T19:24:00,2025-02-17T22:00:00,primary
1000800,DGFS0017,2024-12-18T19:30:00,2024-12-18T23:00:00,primary
1000801,DGFS0005,2022-09-07T19:07:00,2022-09-07T22:00:00,primary
1000802,DGFS0006,2023-11-16T19:51:00,2023-11-16T21:00:00,primary
1000803,DGFS0016,2025-07-16T19:46:00,2025-07-16T23:00:00,primary
1000804,DGFS0014,2025-04-25T19:16:00,2025-04-25T23:00:00,primary
1000805,DGFS0014,2024-11-30T19:40:00,2024-11-30T21:00:00,primary
1000806,DGFS0006,2022-12-05T19:22:00,2022-12-05T22:00:00,primary
1000807,DGFS0001,2024-06-24T19:22:00,2024-06-24T21:00:00,primary
1000808,DGFS0009,2023-01-23T19:39:00,2023-01-23T23:00:00,primary
1000809,DGFS0008,2024-10-24T19:33:00,2024-10-24T22:00:00,primary
1000810,DGFS0011,2024-07-12T19:12:00,2024-07-12T22:00:00,primary
1000811,DGFS0022,2023-04-11T19:34:00,2023-04-11T22:00:00,primary
1000812,DGFS0020,2023-11-15T19:17:00,2023-11-15T23:00:00,primary
1000813,DGFS0014,2023-04-18T19:59:00,2023-04-18T21:00:00,primary
1000814,DGFS0019,2023-12-15T19:49:00,2023-12-15T22:00:00,primary
1000815,DGFS0013,2023-01-04T19:57:00,2023-01-04T22:00:00,primary
1000816,DGFM0004,2022-12-16T19:24:00,2022-12-16T23:00:00,primary
1000817,DGFM0001,2024-03-05T19:31:00,2024-03-05T22:00:00,primary
1000818,DGFS0008,2024-10-12T19:53:00,2024-10-12T23:00:00,primary
1000819,DGFS0025,2024-08-19T19:16:00,2024-08-19T23:00:00,primary
1000820,DGFS0020,2024-10-24T19:06:00,2024-10-24T21:00:00,primary
1000821,DGFS0024,2023-03-14T19:26:00,2023-03-14T22:00:00,primary
1000822,DGFS0001,2023-03-08T19:19:00,2023-03-08T22:00:00,primary
1000823,DGFS0003,2024-05-28T19:26:00,2024-05-28T22:00:00,primary
1000824,DGFS0011,2024-11-21T19:50:00,2024-11-21T22:00:00,primary
1000825,DGFS0014,2025-01-29T19:33:00,2025-01-29T22:00:00,primary
1000826,DGFS0023,2022-12-14T19:59:00,2022-12-14T22:00:00,primary
1000827,DGFS0011,2023-02-17T19:17:00,2023-02-17T21:00:00,primary
1000828,DGFS0025,2024-11-10T19:21:00,2024-11-10T22:00:00,primary
1000829,DGFS0001,2023-11-04T19:36:00,2023-11-04T23:00:00,primary
1000830,DGFS0022,2023-05-19T19:31:00,2023-05-19T22:00:00,primary
1000831,DGFM0005,2025-04-02T19:34:00,2025-04-02T23:00:00,primary
1000832,DGFS0012,2024-11-15T19:39:00,2024-11-15T21:00:00,primary
1000833,DGFS0013,2025-03-13T19:15:00,2025-03-13T22:00:00,primary
1000834,DGFS0011,2023-08-05T19:49:00,2023-08-05T22:00:00,primary
1000835,DGFS0017,2024-01-20T19:28:00,2024-01-20T22:00:00,primary
1000836,DGFS0021,2025-08-31T19:37:00,2025-08-31T22:00:00,primary
1000837,DGFM0002,2022-09-27T19:17:00,2022-09-27T22:00:00,primary
1000838,DGFS0010,2025-03-08T19:40:00,2025-03-08T23:00:00,primary
1000839,DGFS0011,2024-11-01T19:43:00,2024-11-01T22:00:00,primary
1000840,DGFS0004,2023-08-20T19:46:00,2023-08-20T23:00:00,primary
1000841,DGFM0005,2024-06-24T19:45:00,2024-06-24T21:00:00,primary
1000842,DGFM0001,2023-11-06T19:18:00,2023-11-06T23:00:00,primary
1000843,DGFS0006,2023-10-24T19:16:00,2023-10-24T22:00:00,primary
1000844,DGFS0015,2024-04-16T19:22:00,2024-04-16T22:00:00,primary
1000845,DGFS0015,2024-12-15T20:00:00,2024-12-15T23:00:00,primary
1000846,DGFS0013,2023-02-27T19:22:00,2023-02-27T22:00:00,primary
1000847,DGFS0011,2024-04-26T19:52:00,2024-04-26T22:00:00,primary
1000848,DGFS0009,2025-01-13T19:40:00,2025-01-13T22:00:00,primary
1000849,DGFS0009,2023-01-03T19:56:00,2023-01-03T22:00:00,primary
1000850,DGFS0001,2025-03-28T19:14:00,2025-03-28T22:00:00,primary
1000851,DGFM0002,2024-06-27T19:06:00,2024-06-27T21:00:00,primary
1000852,DGFS0017,2024-06-10T19:22:00,2024-06-10T23:00:00,primary
1000853,DGFS0022,2023-02-14T19:31:00,2023-02-14T21:00:00,primary
1000854,DGFS0009,2024-01-04T19:39:00,2024-01-04T22:00:00,primary
1000855,DGFS0011,2022-10-03T19:40:00,2022-10-03T22:00:00,primary
1000856,DGFM0002,2022-12-27T19:27:00,2022-12-27T22:00:00,primary
1000857,DGFS0012,2025-06-14T19:31:00,2025-06-14T23:00:00,primary
1000858,DGFS0007,2023-08-28T19:22:00,2023-08-28T23:00:00,primary
1000859,DGFS0007,2024-06-23T19:58:00,2024-06-23T23:00:00,primary
1000860,DGFS0021,2025-05-18T19:05:00,2025-05-18T22:00:00,primary
1000861,DGFS0015,2022-11-07T19:56:00,2022-11-07T21:00:00,primary
1000862,DGFS0007,2023-10-31T19:48:00,2023-10-31T23:00:00,primary
1000863,DGFS0001,2024-03-23T19:33:00,2024-03-23T22:00:00,primary
1000864,DGFS0016,2023-10-21T19:22:00,2023-10-21T23:00:00,primary
1000865,DGFS0024,2023-04-08T19:34:00,2023-04-08T22:00:00,primary
1000866,DGFS0015,2024-02-06T19:57:00,2024-02-06T23:00:00,primary
1000867,DGFS0011,2024-08-01T19:28:00,2024-08-01T22:00:00,primary
1000868,DGFS0016,2023-09-06T19:34:00,2023-09-06T21:00:00,primary
1000869,DGFS0011,2024-05-23T19:12:00,2024-05-23T23:00:00,primary
1000870,DGFM0002,2025-03-18T19:54:00,2025-03-18T23:00:00,primary
1000871,DGFS0005,2024-07-18T19:33:00,2024-07-18T23:00:00,primary
1000872,DGFM0002,2024-09-27T19:34:00,2024-09-27T21:00:00,primary
1000873,DGFS0025,2025-06-01T19:14:00,2025-06-01T22:00:00,primary
1000874,DGFS0006,2023-09-01T19:21:00,2023-09-01T22:00:00,primary
1000875,DGFS0022,2022-11-12T19:48:00,2022-11-12T22:00:00,primary
1000876,DGFS0021,2025-05-03T19:25:00,2025-05-03T22:00:00,primary
1000877,DGFS0012,2024-03-15T19:30:00,2024-03-15T21:00:00,primary
1000878,DGFS0007,2025-06-06T19:57:00,2025-06-06T22:00:00,primary
1000879,DGFS0020,2024-08-21T19:11:00,2024-08-21T23:00:00,primary
1000880,DGFS0003,2024-08-12T20:00:00,2024-08-12T22:00:00,primary
1000881,DGFS0013,2023-02-28T19:29:00,2023-02-28T22:00:00,primary
1000882,DGFM0003,2024-11-21T19:05:00,2024-11-21T23:00:00,primary
1000883,DGFM0003,2023-12-05T19:20:00,2023-12-05T23:00:00,primary
1000884,DGFS0010,2024-11-22T19:44:00,2024-11-22T22:00:00,primary
1000885,DGFS0017,2023-02-02T19:11:00,2023-02-02T21:00:00,primary
1000886,DGFS0009,2024-02-10T19:57:00,2024-02-10T23:00:00,primary
1000887,DGFS0024,2022-09-26T20:00:00,2022-09-26T21:00:00,primary
1000888,DGFS0013,2023-12-27T19:22:00,2023-12-27T23:00:00,primary
1000889,DGFM0001,2024-04-04T19:47:00,2024-04-04T23:00:00,primary
1000890,DGFM0005,2022-09-16T19:22:00,2022-09-16T21:00:00,primary
1000891,DGFS0022,2023-06-06T20:00:00,2023-06-06T21:00:00,primary
1000892,DGFS0006,2023-10-28T19:50:00,2023-10-28T22:00:00,primary
1000893,DGFS0011,2022-10-19T19:39:00,2022-10-19T21:00:00,primary
1000894,DGFM0001,2025-04-19T19:12:00,2025-04-19T23:00:00,primary
1000895,DGFS0023,2023-02-09T19:35:00,2023-02-09T22:00:00,primary
1000896,DGFM0003,2025-01-07T19:28:00,2025-01-07T22:00:00,primary
1000897,DGFS0016,2023-08-02T19:17:00,2023-08-02T22:00:00,primary
1000898,DGFS0011,2024-03-01T19:47:00,2024-03-01T21:00:00,primary
1000899,DGFS0005,2022-09-21T19:22:00,2022-09-21T21:00:00,primary
1000900,DGFM0003,2025-04-25T19:53:00,2025-04-25T22:00:00,primary
1000901,DGFS0018,2023-11-08T19:42:00,2023-11-08T21:00:00,primary
1000902,DGFM0004,2025-08-03T19:07:00,2025-08-03T21:00:00,primary
1000903,DGFS0017,2023-12-12T19:14:00,2023-12-12T23:00:00,primary
1000904,DGFS0009,2024-01-22T19:12:00,2024-01-22T23:00:00,primary
1000905,DGFS0008,2022-09-02T19:32:00,2022-09-02T22:00:00,primary
1000906,DGFS0006,2025-05-28T19:55:00,2025-05-28T21:00:00,primary
1000907,DGFS0013,2025-02-09T19:39:00,2025-02-09T21:00:00,primary
1000908,DGFS0014,2024-01-08T19:07:00,2024-01-08T21:00:00,primary
1000909,DGFS0002,2022-12-28T20:00:00,2022-12-28T23:00:00,primary
1000910,DGFS0011,2025-06-01T19:37:00,2025-06-01T23:00:00,primary
1000911,DGFS0007,2024-08-16T19:54:00,2024-08-16T22:00:00,primary
1000912,DGFS0007,2023-09-06T19:36:00,2023-09-06T23:00:00,primary
1000913,DGFS0021,2023-06-21T19:07:00,2023-06-21T22:00:00,primary
1000914,DGFS0013,2025-04-23T19:49:00,2025-04-23T22:00:00,primary
1000915,DGFS0014,2023-11-06T19:37:00,2023-11-06T23:00:00,primary
1000916,DGFS0008,2022-09-04T19:07:00,2022-09-04T22:00:00,primary
1000917,DGFS0018,2023-05-17T19:19:00,2023-05-17T21:00:00,primary
1000918,DGFS0014,2023-08-20T19:05:00,2023-08-20T22:00:00,primary
1000919,DGFS0009,2023-07-04T19:16:00,2023-07-04T22:00:00,primary
1000920,DGFM0004,2024-05-29T19:29:00,2024-05-29T21:00:00,primary
1000921,DGFS0003,2025-08-04T19:07:00,2025-08-04T21:00:00,primary
1000922,DGFS0008,2025-02-19T19:28:00,2025-02-19T21:00:00,primary
1000923,DGFS0023,2024-08-22T19:28:00,2024-08-22T23:00:00,primary
1000924,DGFS0018,2024-06-22T19:27:00,2024-06-22T22:00:00,primary
1000925,DGFS0006,2024-02-08T19:15:00,2024-02-08T22:00:00,primary
1000926,DGFS0022,2024-12-06T19:05:00,2024-12-06T23:00:00,primary
1000927,DGFS0013,2023-08-26T19:28:00,2023-08-26T22:00:00,primary
1000928,DGFM0004,2023-09-03T19:58:00,2023-09-03T22:00:00,primary
1000929,DGFS0019,2023-08-04T19:49:00,2023-08-04T21:00:00,primary
1000930,DGFS0017,2024-01-27T19:29:00,2024-01-27T22:00:00,primary
1000931,DGFS0021,2024-01-29T19:52:00,2024-01-29T21:00:00,primary
1000932,DGFS0002,2023-10-25T19:51:00,2023-10-25T22:00:00,primary
1000933,DGFS0005,2023-02-06T19:45:00,2023-02-06T22:00:00,primary
1000934,DGFM0002,2023-05-19T19:48:00,2023-05-19T23:00:00,primary
1000935,DGFS0019,2024-09-19T19:42:00,2024-09-19T22:00:00,primary
1000936,DGFM0003,2024-02-14T19:51:00,2024-02-14T21:00:00,primary
1000937,DGFS0003,2023-08-24T19:25:00,2023-08-24T22:00:00,primary
1000938,DGFM0005,2025-08-05T19:40:00,2025-08-05T22:00:00,primary
1000939,DGFS0005,2023-06-23T19:50:00,2023-06-23T21:00:00,primary
1000940,DGFM0002,2024-10-26T20:00:00,2024-10-26T21:00:00,primary
1000941,DGFS0005,2025-06-28T19:23:00,2025-06-28T23:00:00,primary
1000942,DGFS0005,2025-08-18T19:33:00,2025-08-18T23:00:00,primary
1000943,DGFS0009,2024-03-28T19:33:00,2024-03-28T23:00:00,primary
1000944,DGFS0025,2024-10-22T19:37:00,2024-10-22T21:00:00,primary
1000945,DGFS0012,2024-12-04T19:44:00,2024-12-04T23:00:00,primary
1000946,DGFS0016,2023-10-28T19:40:00,2023-10-28T22:00:00,primary
1000947,DGFS0005,2022-10-23T19:45:00,2022-10-23T23:00:00,primary
1000948,DGFS0002,2024-09-12T19:30:00,2024-09-12T23:00:00,primary
1000949,DGFS0015,2025-02-14T20:00:00,2025-02-14T21:00:00,primary
1000950,DGFS0010,2025-07-18T19:45:00,2025-07-18T21:00:00,primary
1000951,DGFM0003,2024-12-09T19:35:00,2024-12-09T22:00:00,primary
1000952,DGFS0024,2023-05-15T19:41:00,2023-05-15T22:00:00,primary
1000953,DGFS0005,2022-10-06T19:31:00,2022-10-06T22:00:00,primary
1000954,DGFS0001,2024-07-22T19:08:00,2024-07-22T23:00:00,primary
1000955,DGFM0004,2024-08-09T19:25:00,2024-08-09T21:00:00,primary
1000956,DGFS0020,2024-02-21T19:15:00,2024-02-21T22:00:00,primary
1000957,DGFS0012,2023-06-12T19:16:00,2023-06-12T21:00:00,primary
1000958,DGFS0021,2024-04-23T19:19:00,2024-04-23T22:00:00,primary
1000959,DGFS0024,2024-04-29T19:50:00,2024-04-29T22:00:00,primary
1000960,DGFS0018,2023-03-05T19:05:00,2023-03-05T21:00:00,primary
1000961,DGFM0003,2022-11-19T19:25:00,2022-11-19T22:00:00,primary
1000962,DGFS0001,2023-07-27T19:58:00,2023-07-27T22:00:00,primary
1000963,DGFS0018,2025-06-29T19:13:00,2025-06-29T21:00:00,primary
1000964,DGFS0006,2024-01-10T19:19:00,2024-01-10T22:00:00,primary
1000965,DGFS0013,2024-08-21T19:44:00,2024-08-21T23:00:00,primary
1000966,DGFS0023,2023-12-15T19:07:00,2023-12-15T21:00:00,primary
1000967,DGFS0002,2023-03-11T19:15:00,2023-03-11T21:00:00,primary
1000968,DGFS0015,2024-04-11T19:50:00,2024-04-11T23:00:00,primary
1000969,DGFS0024,2024-04-08T19:11:00,2024-04-08T21:00:00,primary
1000970,DGFS0022,2023-05-27T19:12:00,2023-05-27T21:00:00,primary
1000971,DGFS0013,2025-02-09T19:53:00,2025-02-09T22:00:00,primary
1000972,DGFS0003,2024-08-31T19:10:00,2024-08-31T23:00:00,primary
1000973,DGFS0025,2025-06-11T19:36:00,2025-06-11T22:00:00,primary
1000974,DGFS0018,2024-11-30T19:37:00,2024-11-30T23:00:00,primary
1000975,DGFS0013,2022-10-01T19:18:00,2022-10-01T22:00:00,primary
1000976,DGFS0012,2024-02-17T19:48:00,2024-02-17T22:00:00,primary
1000977,DGFM0004,2023-10-16T19:46:00,2023-10-16T21:00:00,primary
1000978,DGFS0009,2023-05-23T19:11:00,2023-05-23T22:00:00,primary
1000979,DGFM0003,2024-08-15T19:37:00,2024-08-15T22:00:00,primary
1000980,DGFM0001,2024-11-24T19:26:00,2024-11-24T23:00:00,primary
1000981,DGFM0004,2023-07-24T19:13:00,2023-07-24T23:00:00,primary
1000982,DGFS0025,2022-10-16T20:00:00,2022-10-16T23:00:00,primary
1000983,DGFS0018,2024-03-21T19:34:00,2024-03-21T21:00:00,primary
1000984,DGFS0015,2025-08-20T19:06:00,2025-08-20T22:00:00,primary
1000985,DGFS0009,2024-02-04T19:11:00,2024-02-04T22:00:00,primary
1000986,DGFS0022,2023-12-25T19:35:00,2023-12-25T21:00:00,primary
1000987,DGFS0005,2023-06-04T19:13:00,2023-06-04T21:00:00,primary
1000988,DGFS0009,2022-09-01T19:15:00,2022-09-01T22:00:00,primary
1000989,DGFS0015,2024-05-21T19:37:00,2024-05-21T22:00:00,primary
1000990,DGFM0001,2023-01-02T19:33:00,2023-01-02T22:00:00,primary
1000991,DGFS0021,2024-09-03T19:21:00,2024-09-03T22:00:00,primary
1000992,DGFM0004,2025-05-16T19:13:00,2025-05-16T22:00:00,primary
1000993,DGFS0017,2025-01-17T19:26:00,2025-01-17T22:00:00,primary
1000994,DGFS0020,2025-03-17T19:17:00,2025-03-17T21:00:00,primary
1000995,DGFS0008,2023-01-20T19:13:00,2023-01-20T22:00:00,primary
1000996,DGFS0025,2022-11-08T19:19:00,2022-11-08T23:00:00,primary
1000997,DGFS0011,2025-02-22T19:16:00,2025-02-22T23:00:00,primary
1000998,DGFS0011,2023-06-06T19:05:00,2023-06-06T21:00:00,primary
1000999,DGFM0001,2022-10-03T19:18:00,2022-10-03T22:00:00,primary
1001000,DGFS0016,2025-05-14T19:59:00,2025-05-14T23:00:00,primary
1001001,DGFM0002,2024-08-08T19:26:00,2024-08-08T23:00:00,primary
1001002,DGFM0001,2024-01-06T19:56:00,2024-01-06T23:00:00,primary
1001003,DGFM0004,2022-11-14T19:23:00,2022-11-14T23:00:00,primary
1001004,DGFS0010,2023-06-20T19:51:00,2023-06-20T23:00:00,primary
1001005,DGFS0015,2025-04-02T19:50:00,2025-04-02T21:00:00,primary
1001006,DGFS0014,2025-06-23T19:16:00,2025-06-23T22:00:00,primary
1001007,DGFS0011,2024-05-10T19:14:00,2024-05-10T22:00:00,primary
1001008,DGFS0004,2023-10-12T19:26:00,2023-10-12T22:00:00,primary
1001009,DGFS0020,2023-06-09T19:28:00,2023-06-09T23:00:00,primary
1001010,DGFS0007,2024-05-17T19:14:00,2024-05-17T23:00:00,primary
1001011,DGFS0021,2023-07-09T19:16:00,2023-07-09T22:00:00,primary
1001012,DGFS0004,2023-04-18T19:44:00,2023-04-18T22:00:00,primary
1001013,DGFS0001,2025-05-28T19:56:00,2025-05-28T23:00:00,primary
1001014,DGFS0017,2025-05-25T19:58:00,2025-05-25T21:00:00,primary
1001015,DGFS0015,2022-10-30T19:39:00,2022-10-30T22:00:00,primary
1001016,DGFM0002,2024-05-03T19:44:00,2024-05-03T22:00:00,primary
1001017,DGFS0019,2023-07-19T19:52:00,2023-07-19T21:00:00,primary
1001018,DGFS0001,2025-02-22T19:07:00,2025-02-22T21:00:00,primary
1001019,DGFS0023,2023-01-14T19:37:00,2023-01-14T23:00:00,primary
1001020,DGFS0018,2023-08-19T19:06:00,2023-08-19T21:00:00,primary
1001021,DGFS0007,2022-09-02T19:19:00,2022-09-02T21:00:00,primary
1001022,DGFS0014,2023-10-06T19:55:00,2023-10-06T22:00:00,primary
1001023,DGFM0002,2025-06-18T19:08:00,2025-06-18T22:00:00,primary
1001024,DGFS0011,2023-10-09T19:18:00,2023-10-09T21:00:00,primary
1001025,DGFS0015,2022-10-18T19:52:00,2022-10-18T23:00:00,primary
1001026,DGFS0019,2024-04-30T19:08:00,2024-04-30T21:00:00,primary
1001027,DGFS0024,2025-08-12T19:47:00,2025-08-12T22:00:00,primary
1001028,DGFS0008,2025-05-28T19:43:00,2025-05-28T23:00:00,primary
1001029,DGFS0004,2024-02-18T19:15:00,2024-02-18T23:00:00,primary
1001030,DGFM0003,2022-09-14T19:16:00,2022-09-14T21:00:00,primary
1001031,DGFS0012,2025-08-11T19:26:00,2025-08-11T21:00:00,primary
1001032,DGFS0008,2024-08-18T19:08:00,2024-08-18T22:00:00,primary
1001033,DGFS0011,2025-06-30T19:07:00,2025-06-30T22:00:00,primary
1001034,DGFS0004,2023-04-14T19:39:00,2023-04-14T21:00:00,primary
1001035,DGFS0001,2024-05-22T19:45:00,2024-05-22T22:00:00,primary
1001036,DGFS0024,2022-11-04T19:51:00,2022-11-04T22:00:00,primary
1001037,DGFS0022,2022-11-21T19:41:00,2022-11-21T22:00:00,primary
1001038,DGFS0017,2025-04-14T19:40:00,2025-04-14T21:00:00,primary
1001039,DGFS0005,2022-10-24T19:55:00,2022-10-24T23:00:00,primary
1001040,DGFM0003,2024-09-08T19:31:00,2024-09-08T21:00:00,primary
1001041,DGFS0010,2023-10-04T20:00:00,2023-10-04T21:00:00,primary
1001042,DGFS0001,2024-09-14T19:40:00,2024-09-14T21:00:00,primary
1001043,DGFS0011,2023-01-27T19:57:00,2023-01-27T23:00:00,primary
1001044,DGFS0016,2025-08-06T19:21:00,2025-08-06T22:00:00,primary
1001045,DGFS0025,2023-03-07T19:09:00,2023-03-07T21:00:00,primary
